IMG_ID,GUESS
0af7141e-4e7b-11ea-8c8b-001a7dda7113,41225
09125c46-4e7b-11ea-a6bd-001a7dda7113,3341057
0befe902-4e7b-11ea-bfb4-001a7dda7113,7953927
0c17b4ec-4e7b-11ea-9050-001a7dda7113,0089382
09238e90-4e7b-11ea-93f8-001a7dda7113,8234727
0a91f2a4-4e7b-11ea-9305-001a7dda7113,1328188
0bae515e-4e7b-11ea-9e7c-001a7dda7113,2971571
08039b24-4e7b-11ea-a38e-001a7dda7113,4695255
095996a6-4e7b-11ea-b77b-001a7dda7113,273873
0786d01a-4e7b-11ea-995f-001a7dda7113,823255
0a0c7b9c-4e7b-11ea-a0ad-001a7dda7113,62979
087eaba8-4e7b-11ea-a2af-001a7dda7113,987094
0b2c5790-4e7b-11ea-b592-001a7dda7113,5687
0cdaf7e8-4e7b-11ea-b44b-001a7dda7113,3433
0b7efb06-4e7b-11ea-b2c2-001a7dda7113,62096
09d7bfba-4e7b-11ea-a8fa-001a7dda7113,205152
09c4e0e2-4e7b-11ea-a563-001a7dda7113,539815
0bff95b4-4e7b-11ea-bc2a-001a7dda7113,3109
0a53a0f4-4e7b-11ea-913f-001a7dda7113,419
0b6c1c30-4e7b-11ea-bbeb-001a7dda7113,7476
0c5509b6-4e7b-11ea-a102-001a7dda7113,601
0ab1adc0-4e7b-11ea-9cff-001a7dda7113,6880476
0a028394-4e7b-11ea-bedc-001a7dda7113,6320
09f4e480-4e7b-11ea-a467-001a7dda7113,9989
0b5df518-4e7b-11ea-9a5f-001a7dda7113,111213
0a75cb52-4e7b-11ea-af7c-001a7dda7113,320
0a16add8-4e7b-11ea-a592-001a7dda7113,859
0a6bc01a-4e7b-11ea-b94e-001a7dda7113,127
089deefe-4e7b-11ea-b001-001a7dda7113,360
0b8c864a-4e7b-11ea-9afa-001a7dda7113,7980
09a37934-4e7b-11ea-8c3a-001a7dda7113,217548
