IMG_ID,GUESS
8eea2012-4e7b-11ea-af6e-001a7dda7113,五湖四海
817b853e-4e7b-11ea-82ad-001a7dda7113,各得其所
74afc6b6-4e7b-11ea-9c54-001a7dda7113,四通八达
8e4fa680-4e7b-11ea-aaf8-001a7dda7113,釜底抽薪
7e2b828c-4e7b-11ea-9754-001a7dda7113,相辅相成
94d077ec-4e7b-11ea-bf3f-001a7dda7113,过目不忘
93f87dd4-4e7b-11ea-818b-001a7dda7113,拉帮结派
8e9989fa-4e7b-11ea-b7ed-001a7dda7113,没完没了
78660d1c-4e7b-11ea-a610-001a7dda7113,宾至如归
75934e70-4e7b-11ea-92ce-001a7dda7113,肃然起敬
84d23aa4-4e7b-11ea-8c23-001a7dda7113,熟视无睹
78ca1d22-4e7b-11ea-a857-001a7dda7113,长治久安
8f3c1452-4e7b-11ea-bbe7-001a7dda7113,粗制滥造
9399249a-4e7b-11ea-951d-001a7dda7113,金戈铁马
877abce8-4e7b-11ea-9639-001a7dda7113,同床共枕
821f3274-4e7b-11ea-a303-001a7dda7113,自相矛盾
9617c4c0-4e7b-11ea-a2a0-001a7dda7113,妙语连珠
90503a1c-4e7b-11ea-93a3-001a7dda7113,似笑非笑
7fb83462-4e7b-11ea-8ae2-001a7dda7113,脱颖而出
8bbfb468-4e7b-11ea-bda6-001a7dda7113,两袖清风
95b3da28-4e7b-11ea-a53c-001a7dda7113,假戏真做
7a1ad5ba-4e7b-11ea-aacb-001a7dda7113,唯利是图
7b6d742e-4e7b-11ea-b398-001a7dda7113,迫在眉睫
881f2c46-4e7b-11ea-b812-001a7dda7113,趋吉避凶
79189124-4e7b-11ea-8271-001a7dda7113,井然有序
745d6f70-4e7b-11ea-8c33-001a7dda7113,袖手旁观
81cc2dc0-4e7b-11ea-9c6f-001a7dda7113,人杰地灵
91295262-4e7b-11ea-8a74-001a7dda7113,釜底抽薪
77ba3bd2-4e7b-11ea-a820-001a7dda7113,迫在眉睫
847f49cc-4e7b-11ea-b8a0-001a7dda7113,不治之症
7d3db5c0-4e7b-11ea-9c88-001a7dda7113,狼狈为奸
767f8088-4e7b-11ea-99cd-001a7dda7113,峥嵘岁月
887181e2-4e7b-11ea-aa2c-001a7dda7113,各执一词
8a28a8de-4e7b-11ea-8cd8-001a7dda7113,欢欣鼓舞
85cf9eb0-4e7b-11ea-9a5e-001a7dda7113,可见一斑
