,IMG_ID,MARK
0,b968a6c8-4e7b-11ea-a01c-001a7dda7113.jpg,7*(3+4)
1,ba281a5c-4e7b-11ea-995b-001a7dda7113.jpg,5*6-8
2,bb0ab35c-4e7b-11ea-9455-001a7dda7113.jpg,7-(2*6)
3,bbdfc19a-4e7b-11ea-a864-001a7dda7113.jpg,3+(0-1)
4,bcd2a468-4e7b-11ea-9882-001a7dda7113.jpg,9*(3-2)
5,bd9c6fcc-4e7b-11ea-a572-001a7dda7113.jpg,(6-4)*4
6,be4fb4b8-4e7b-11ea-aefc-001a7dda7113.jpg,6*(5*0)
7,bef3e8cc-4e7b-11ea-948b-001a7dda7113.jpg,3+(5*7)
8,bfbc079c-4e7b-11ea-ba2a-001a7dda7113.jpg,(9*9)*2
9,c065683a-4e7b-11ea-b216-001a7dda7113.jpg,(8-8)*2
10,c106df0c-4e7b-11ea-9364-001a7dda7113.jpg,(4*6)*6
11,c17db98a-4e7b-11ea-a6e3-001a7dda7113.jpg,4*7*9
12,c1fdb582-4e7b-11ea-92c8-001a7dda7113.jpg,4*4-9
13,c2acb7a2-4e7b-11ea-9342-001a7dda7113.jpg,0-(5-7)
14,c3255302-4e7b-11ea-b10c-001a7dda7113.jpg,7-3*4
15,c3c9d5a4-4e7b-11ea-aaa0-001a7dda7113.jpg,8-(3-1)
16,c4724c82-4e7b-11ea-9323-001a7dda7113.jpg,(1-2)*9
17,c51a279c-4e7b-11ea-9e54-001a7dda7113.jpg,(0+2)+8
18,c5c66d06-4e7b-11ea-8555-001a7dda7113.jpg,6*(9+0)
19,c665c274-4e7b-11ea-9270-001a7dda7113.jpg,8*(9-3)
20,c6dc4f00-4e7b-11ea-aace-001a7dda7113.jpg,7-1-9
21,c783b534-4e7b-11ea-87a3-001a7dda7113.jpg,(7*0)+1
22,c829bcc0-4e7b-11ea-bb11-001a7dda7113.jpg,7*(9+5)
23,c8d712d0-4e7b-11ea-b6f2-001a7dda7113.jpg,(6-0)-0
24,c94d5290-4e7b-11ea-a87f-001a7dda7113.jpg,9-1-7
25,c9ee069a-4e7b-11ea-9fb7-001a7dda7113.jpg,2-(4*8)
26,ca94830a-4e7b-11ea-8b01-001a7dda7113.jpg,(6-5)-0
27,cb0b368c-4e7b-11ea-b548-001a7dda7113.jpg,8-2-4
28,cbbbbe40-4e7b-11ea-8526-001a7dda7113.jpg,9*(1*6)
29,cc5e45c6-4e7b-11ea-94e2-001a7dda7113.jpg,6*(0+5)
30,cd07cd66-4e7b-11ea-b2de-001a7dda7113.jpg,(6+0)-3
31,cdda44d2-4e7b-11ea-901c-001a7dda7113.jpg,4+(7*1)
32,cebe7874-4e7b-11ea-8c34-001a7dda7113.jpg,9-(7*0)
33,cf6557b4-4e7b-11ea-b55c-001a7dda7113.jpg,(1+1)+5
34,d00d1fae-4e7b-11ea-9611-001a7dda7113.jpg,0-(1-6)
35,d0b23d80-4e7b-11ea-83ad-001a7dda7113.jpg,3+(4*0)
36,d16819f4-4e7b-11ea-8d5b-001a7dda7113.jpg,5*(9*3)
37,d20f8018-4e7b-11ea-af43-001a7dda7113.jpg,(0*8)*5
38,d282b394-4e7b-11ea-b9af-001a7dda7113.jpg,3+3*0
39,d3211f46-4e7b-11ea-96e4-001a7dda7113.jpg,6+(9*9)
40,d3c09b9a-4e7b-11ea-b771-001a7dda7113.jpg,(0+9)-2
41,d471acba-4e7b-11ea-a345-001a7dda7113.jpg,(7+1)+5
42,d4e3cf7e-4e7b-11ea-baf3-001a7dda7113.jpg,7-5+6
43,d55e50fe-4e7b-11ea-91b2-001a7dda7113.jpg,4+4+9
44,d5d773d2-4e7b-11ea-9f20-001a7dda7113.jpg,3*3+5
45,d67d2d88-4e7b-11ea-98da-001a7dda7113.jpg,(5-1)*7
46,d722c0b6-4e7b-11ea-8b6f-001a7dda7113.jpg,(2*8)+4
47,d7a66462-4e7b-11ea-8de9-001a7dda7113.jpg,6+4+8
48,d84b6f08-4e7b-11ea-bdf3-001a7dda7113.jpg,4*(4*1)
49,d8f101b6-4e7b-11ea-a01b-001a7dda7113.jpg,(0*8)+3
50,d96545e2-4e7b-11ea-b574-001a7dda7113.jpg,8+6+0
51,d9d5e314-4e7b-11ea-bacc-001a7dda7113.jpg,3-1-2
52,da933346-4e7b-11ea-9e2f-001a7dda7113.jpg,8-(6*7)
53,db3b6ff0-4e7b-11ea-8469-001a7dda7113.jpg,4*(8+3)
54,dbe6cbc0-4e7b-11ea-9b12-001a7dda7113.jpg,(9-4)-0
55,dca125ee-4e7b-11ea-a048-001a7dda7113.jpg,5*(6*4)
56,dd30a7b4-4e7b-11ea-83c1-001a7dda7113.jpg,3*1*6
57,ddc2e854-4e7b-11ea-9cc9-001a7dda7113.jpg,9-5*2
58,de64859e-4e7b-11ea-9e77-001a7dda7113.jpg,(9+3)+6
59,df05fc74-4e7b-11ea-a84a-001a7dda7113.jpg,(8-0)+1
60,dfc25124-4e7b-11ea-ae48-001a7dda7113.jpg,7*(2-2)
61,e0556800-4e7b-11ea-989e-001a7dda7113.jpg,7+4+2
62,e1166146-4e7b-11ea-a447-001a7dda7113.jpg,7+(8*4)
63,e1cacb4a-4e7b-11ea-93e9-001a7dda7113.jpg,(5*3)+0
64,e24bb10c-4e7b-11ea-bea1-001a7dda7113.jpg,9*6+9
65,e2fecf86-4e7b-11ea-a32c-001a7dda7113.jpg,(9+5)*8
66,e3d4521e-4e7b-11ea-a268-001a7dda7113.jpg,(9-0)+7
67,e4b15ec0-4e7b-11ea-bf17-001a7dda7113.jpg,9+(7-2)
68,e5a0c0ee-4e7b-11ea-b5ee-001a7dda7113.jpg,7+(6-4)
69,e671c69e-4e7b-11ea-a03f-001a7dda7113.jpg,7*8*6
70,e700c03a-4e7b-11ea-9f5e-001a7dda7113.jpg,9-3*0
71,e790ca9a-4e7b-11ea-9e08-001a7dda7113.jpg,4-0*3
72,e88398e8-4e7b-11ea-98cd-001a7dda7113.jpg,3-(0*7)
73,e9687b9c-4e7b-11ea-b5af-001a7dda7113.jpg,(2-2)-5
74,ea3b918a-4e7b-11ea-8f50-001a7dda7113.jpg,3+(1-2)
75,eb03b38a-4e7b-11ea-ab7d-001a7dda7113.jpg,9+(8+3)
76,ebdbe030-4e7b-11ea-be9c-001a7dda7113.jpg,6-(9*2)
77,ecba7288-4e7b-11ea-9570-001a7dda7113.jpg,(1+8)-3
78,ed73cdca-4e7b-11ea-93e3-001a7dda7113.jpg,(5+7)-2
79,ee25db0c-4e7b-11ea-ad3f-001a7dda7113.jpg,(3*8)*3
80,eed59ff8-4e7b-11ea-a9d9-001a7dda7113.jpg,3-(1*3)
81,ef85ee2e-4e7b-11ea-b0be-001a7dda7113.jpg,(4-4)*3
82,f0054e4a-4e7b-11ea-9634-001a7dda7113.jpg,2-6*7
83,f0ac3f9c-4e7b-11ea-8843-001a7dda7113.jpg,(8+0)+6
84,f126253e-4e7b-11ea-93c5-001a7dda7113.jpg,2-3+3
85,f1ca325c-4e7b-11ea-b790-001a7dda7113.jpg,9*(3*2)
86,f29805ee-4e7b-11ea-80d8-001a7dda7113.jpg,5+(8+8)
87,f31481ee-4e7b-11ea-9a62-001a7dda7113.jpg,3+2*8
88,f3c1b078-4e7b-11ea-b1c5-001a7dda7113.jpg,(0-1)*7
89,f43b213a-4e7b-11ea-a9e9-001a7dda7113.jpg,7+5-7
90,f4e1ff4a-4e7b-11ea-8bc6-001a7dda7113.jpg,9+(7+2)
91,f568c12c-4e7b-11ea-ba75-001a7dda7113.jpg,2+3*7
92,f612aa6e-4e7b-11ea-91d8-001a7dda7113.jpg,(0*7)-5
93,f6ba7252-4e7b-11ea-b6a8-001a7dda7113.jpg,5+(6-6)
94,f7629b42-4e7b-11ea-ac3b-001a7dda7113.jpg,5*(6*2)
95,f7dc59f6-4e7b-11ea-aa4d-001a7dda7113.jpg,0*1*0
96,f86bdba8-4e7b-11ea-86ba-001a7dda7113.jpg,3-6+9
97,f8e8579c-4e7b-11ea-980f-001a7dda7113.jpg,9*6-0
98,f9628b30-4e7b-11ea-a858-001a7dda7113.jpg,1+0*0
99,fa0fb9c8-4e7b-11ea-9ad6-001a7dda7113.jpg,(4-8)+4
