,IMG_ID,MARK
0,0751f69c-4e7b-11ea-a3ae-001a7dda7113.jpg,323
1,075e1890-4e7b-11ea-bd99-001a7dda7113.jpg,5189
2,076bb8f8-4e7b-11ea-ac19-001a7dda7113.jpg,9940006
3,07780d22-4e7b-11ea-85d7-001a7dda7113.jpg,3429
4,0786d01a-4e7b-11ea-995f-001a7dda7113.jpg,823255
5,07907a38-4e7b-11ea-872b-001a7dda7113.jpg,2121
6,079b6f40-4e7b-11ea-a771-001a7dda7113.jpg,7184
7,07a89958-4e7b-11ea-9246-001a7dda7113.jpg,087
8,07b6e76e-4e7b-11ea-a1c7-001a7dda7113.jpg,6912
9,07c499b8-4e7b-11ea-80fd-001a7dda7113.jpg,56899
10,07cf19cc-4e7b-11ea-bab6-001a7dda7113.jpg,12434
11,07dad19c-4e7b-11ea-849b-001a7dda7113.jpg,945541
12,07f1307e-4e7b-11ea-9791-001a7dda7113.jpg,667460
13,08039b24-4e7b-11ea-a38e-001a7dda7113.jpg,4695255
14,0811d668-4e7b-11ea-b267-001a7dda7113.jpg,739556
15,08221ef4-4e7b-11ea-ae36-001a7dda7113.jpg,8476377
16,082d898a-4e7b-11ea-a297-001a7dda7113.jpg,4677
17,083a402e-4e7b-11ea-910d-001a7dda7113.jpg,75155
18,0844fb06-4e7b-11ea-88af-001a7dda7113.jpg,564
19,084f0642-4e7b-11ea-abb3-001a7dda7113.jpg,675
20,0859d450-4e7b-11ea-b604-001a7dda7113.jpg,9289
21,086ed490-4e7b-11ea-961f-001a7dda7113.jpg,120212
22,087eaba8-4e7b-11ea-a2af-001a7dda7113.jpg,987094
23,0891fbf6-4e7b-11ea-beca-001a7dda7113.jpg,7502359
24,089deefe-4e7b-11ea-b001-001a7dda7113.jpg,360
25,08a8d0d2-4e7b-11ea-a639-001a7dda7113.jpg,94552
26,08b4af82-4e7b-11ea-a899-001a7dda7113.jpg,1370433
27,08bdd108-4e7b-11ea-9beb-001a7dda7113.jpg,42
28,08d089ec-4e7b-11ea-a8d6-001a7dda7113.jpg,6368123
29,08d9f958-4e7b-11ea-9452-001a7dda7113.jpg,6401
30,08ec3cf8-4e7b-11ea-a0c4-001a7dda7113.jpg,4110502
31,08f7348a-4e7b-11ea-893e-001a7dda7113.jpg,691612
32,09020006-4e7b-11ea-8294-001a7dda7113.jpg,171517
33,09125c46-4e7b-11ea-a6bd-001a7dda7113.jpg,3341057
34,09238e90-4e7b-11ea-93f8-001a7dda7113.jpg,8234727
35,09349b18-4e7b-11ea-9212-001a7dda7113.jpg,2135812
36,093f1b3e-4e7b-11ea-95ba-001a7dda7113.jpg,3085
37,094a4aee-4e7b-11ea-b6fb-001a7dda7113.jpg,491156
38,095996a6-4e7b-11ea-b77b-001a7dda7113.jpg,273873
